Lead Number,Conversion Probability,Lead Score
633122,0.9931797343608258,99.32
614067,0.9931797343608258,99.32
588001,0.9931797343608258,99.32
588058,0.9931797343608258,99.32
605318,0.9931797343608258,99.32
588104,0.9931797343608258,99.32
588131,0.9931797343608258,99.32
605328,0.9931797343608258,99.32
624434,0.9931797343608258,99.32
634051,0.9931797343608258,99.32
605271,0.9931797343608258,99.32
634102,0.9931797343608258,99.32
605267,0.9931797343608258,99.32
634043,0.9931797343608258,99.32
634015,0.9931797343608258,99.32
605303,0.9931797343608258,99.32
605230,0.9931797343608258,99.32
614100,0.9931797343608258,99.32
592414,0.9931044097579919,99.31
619793,0.9929519219450377,99.3
613574,0.9928151103803424,99.28
632303,0.9927274543643902,99.27
639099,0.9927221494731034,99.27
598742,0.9924573365605667,99.25
594521,0.992106891389462,99.21
630462,0.9920978711604274,99.21
589305,0.9917438587364032,99.17
589858,0.991636639696438,99.16
643916,0.9914898342165834,99.15
608132,0.9914724877872653,99.15
593436,0.9912640263822258,99.13
595075,0.9911943405240715,99.12
617920,0.9911786510051819,99.12
639620,0.9910504118704755,99.11
607531,0.9909922394404673,99.1
657038,0.9908692259879648,99.09
580549,0.9907872046374379,99.08
590951,0.9906924612753912,99.07
619649,0.9905636557239083,99.06
591694,0.9904682124189055,99.05
634068,0.9903398428005638,99.03
623471,0.9902571904450079,99.03
599679,0.9898449192575078,98.98
606573,0.9897633486285905,98.98
580887,0.9896842451586093,98.97
624135,0.9893051334236121,98.93
656356,0.9890431022793926,98.9
587089,0.9886986751815757,98.87
633548,0.9886359474005356,98.86
598425,0.9885670058542514,98.86
629940,0.9883623775081831,98.84
606311,0.9882306777257923,98.82
598094,0.9881835427505098,98.82
593999,0.9880513342619528,98.81
581888,0.9880008411554426,98.8
646574,0.9879616961602048,98.8
652250,0.9877975289078628,98.78
628517,0.9876604774126146,98.77
618206,0.9875944813798475,98.76
582296,0.987576385239996,98.76
639967,0.9874765185331248,98.75
601618,0.9874584700496648,98.75
593124,0.987415419926298,98.74
613195,0.9874093124378361,98.74
595852,0.9873612891978096,98.74
585616,0.9873209654292443,98.73
579778,0.9873037136503174,98.73
598210,0.9872460561274131,98.72
592340,0.9868460981786994,98.68
621856,0.9867345176806193,98.67
645703,0.9865678843221801,98.66
601334,0.9863958663162881,98.64
644500,0.9863658951702116,98.64
606592,0.9863420508627933,98.63
583735,0.9862987199348816,98.63
582156,0.9861309487468443,98.61
584774,0.9859495052321812,98.59
615558,0.9858993995418779,98.59
653415,0.9858232139610594,98.58
646366,0.9857742118157803,98.58
603831,0.985760372392007,98.58
610562,0.9857471192627362,98.57
581254,0.9855804931595619,98.56
595230,0.9855663991329945,98.56
647039,0.9854971367217413,98.55
594329,0.9854619798202269,98.55
646330,0.9854608925494004,98.55
597829,0.985376737822959,98.54
649235,0.9853703331497884,98.54
584186,0.9852305247754537,98.52
613918,0.98520884497125,98.52
586948,0.9851960673012575,98.52
590830,0.9851410407361408,98.51
607459,0.9850502907101681,98.51
582125,0.985042071086868,98.5
645099,0.9850333937820916,98.5
645009,0.9849618344882569,98.5
597516,0.9847071164266525,98.47
620274,0.9846654316802262,98.47
580775,0.9846452924763743,98.46
635761,0.9845654303420577,98.46
594057,0.9845399326079838,98.45
621555,0.9843701394449136,98.44
626800,0.984266191361814,98.43
643546,0.9842464011204002,98.42
605341,0.9841839044352431,98.42
629089,0.9841289054705638,98.41
607154,0.9840913911767404,98.41
607159,0.9840913911767404,98.41
607279,0.9840913911767404,98.41
634902,0.9840541984881802,98.41
639824,0.9840225860244514,98.4
632323,0.9838586333577156,98.39
595703,0.9838454961512146,98.38
590623,0.9835529844925252,98.36
631496,0.9835265573200782,98.35
644137,0.9834929233205019,98.35
618634,0.9833234286547002,98.33
655165,0.9833030338486097,98.33
619870,0.9831642055248769,98.32
630200,0.9831252753978789,98.31
598818,0.9829637839953004,98.3
632382,0.9826271121159287,98.26
594369,0.9825194159735561,98.25
606760,0.9825090591685167,98.25
612067,0.9824713759570978,98.25
620517,0.9822020516140277,98.22
606560,0.9822020516140277,98.22
644642,0.9821933077019985,98.22
617235,0.9820149426538868,98.2
594936,0.9819760399183055,98.2
648639,0.981899618660158,98.19
613979,0.9818712457738356,98.19
641507,0.9818105851992529,98.18
613659,0.9817887860131806,98.18
659889,0.9817691814360644,98.18
633476,0.981663355121005,98.17
652787,0.9814934291731711,98.15
631268,0.9814298000226557,98.14
581947,0.9813564710929511,98.14
593222,0.9813422818662803,98.13
645538,0.9810734557576779,98.11
658675,0.9810492587257875,98.1
650291,0.9810458889501076,98.1
607221,0.9809800178779968,98.1
611863,0.9809066769480086,98.09
582756,0.9808708725231985,98.09
640205,0.9808465301562032,98.08
629602,0.9807534334427142,98.08
592425,0.9806583570992643,98.07
652801,0.9806447876267477,98.06
591106,0.9805943897756708,98.06
583729,0.9804254538434362,98.04
626813,0.9801718740003458,98.02
658648,0.980108697669521,98.01
645292,0.9800741314586404,98.01
600944,0.9798512448989556,97.99
600950,0.9798512448989556,97.99
612836,0.9798512448989556,97.99
612869,0.9798512448989556,97.99
607274,0.9798512448989556,97.99
616003,0.9796641151313378,97.97
643324,0.9796635032671958,97.97
605652,0.9796630517558313,97.97
631540,0.9796541707366222,97.97
579832,0.9796011882613453,97.96
636241,0.9794681668715628,97.95
626438,0.9793576514157968,97.94
624544,0.9793059435699004,97.93
658831,0.9792780372496231,97.93
631591,0.9792201128154712,97.92
598132,0.9792201128154712,97.92
644702,0.9791725512255305,97.92
623340,0.9791468029423653,97.91
645172,0.9791368270774935,97.91
652035,0.979124812659027,97.91
613346,0.9789405389734552,97.89
657644,0.9789398467246321,97.89
606702,0.9789340644309891,97.89
623794,0.9789007813694768,97.89
635012,0.9787000396203644,97.87
622072,0.9786555850863524,97.87
608022,0.9786552733904781,97.87
587225,0.978645182801346,97.86
644758,0.9785250596571718,97.85
644750,0.9783578577369769,97.84
626300,0.9783433498507421,97.83
634396,0.9783203386294332,97.83
643712,0.9782412411417312,97.82
621344,0.9781640272140325,97.82
626477,0.9781224000257513,97.81
659853,0.9780940443645676,97.81
595576,0.9777888956932079,97.78
650851,0.977600383260938,97.76
627362,0.9775573376327161,97.76
612469,0.9774822365688478,97.75
588783,0.977436519060368,97.74
645173,0.9773064236131337,97.73
640135,0.9771814451679954,97.72
581207,0.9771483497757736,97.71
581515,0.9771020682859168,97.71
630287,0.9770719015949109,97.71
626692,0.9770274935289088,97.7
635810,0.9770167456193956,97.7
627119,0.9767320267914755,97.67
599452,0.9767273243175133,97.67
601100,0.9765557789154142,97.66
600640,0.9765418366017042,97.65
588682,0.9765099070929087,97.65
657033,0.9760740823879216,97.61
640295,0.9758429233692106,97.58
590359,0.9756742171518825,97.57
599578,0.9754126104758117,97.54
621327,0.9752829820683638,97.53
614635,0.9752702229012966,97.53
594089,0.9752478218551973,97.52
643902,0.9749794334713152,97.5
651935,0.9749794334713152,97.5
655552,0.9749794334713152,97.5
616761,0.9746683010444169,97.47
614091,0.9746429778650496,97.46
629641,0.9745410761338651,97.45
644197,0.974432925756386,97.44
602566,0.9744310965225681,97.44
596724,0.9744221591002827,97.44
631406,0.9743378235918408,97.43
619556,0.9742697211606677,97.43
584422,0.9742201532951116,97.42
584198,0.9742201532951116,97.42
655457,0.9741826354063103,97.42
646662,0.9740045706259689,97.4
657590,0.9739104716714585,97.39
596573,0.9733601836344514,97.34
649470,0.9732896109947324,97.33
582083,0.9732869200210843,97.33
643945,0.9732774204472386,97.33
646068,0.9732469771831557,97.32
615524,0.9732455504223044,97.32
633120,0.9729075050532225,97.29
588019,0.9729075050532225,97.29
588011,0.972898980201444,97.29
591612,0.9728400829090064,97.28
651812,0.9728361961739811,97.28
611662,0.9727619151317616,97.28
619272,0.9727025227647187,97.27
581650,0.972560657791967,97.26
597861,0.9725534793871693,97.26
609185,0.9725341195366183,97.25
658634,0.972471144223569,97.25
657586,0.972471144223569,97.25
634056,0.972471144223569,97.25
642933,0.9724233260447225,97.24
617035,0.9722507763311508,97.23
619486,0.9720840381580864,97.21
581257,0.9720629645193276,97.21
610159,0.9719519912772765,97.2
619487,0.9719098733714693,97.19
584301,0.9718980543496437,97.19
608330,0.9718739614271175,97.19
627106,0.9717464833810289,97.17
658258,0.9717080297714258,97.17
637640,0.9715453119452374,97.15
659146,0.9714608522184737,97.15
581136,0.9713008672961914,97.13
632374,0.9712850634069715,97.13
655522,0.9712831055724851,97.13
635332,0.971279216919166,97.13
652174,0.9709705124536177,97.1
607799,0.9707721558408788,97.08
656563,0.9707310088214979,97.07
592087,0.9706562323861774,97.07
642248,0.9706345650591098,97.06
643848,0.9705353616266421,97.05
643897,0.9705353616266421,97.05
628508,0.9705353616266421,97.05
637169,0.9705353616266421,97.05
633126,0.9705353616266421,97.05
657247,0.9702883511563538,97.03
659283,0.9701945682464996,97.02
637662,0.9701754503131026,97.02
633904,0.9699192910670908,96.99
584649,0.9699146672163764,96.99
648081,0.9698952330995062,96.99
644885,0.9697304241164353,96.97
622344,0.9691765771585917,96.92
624430,0.969147939979605,96.91
582199,0.9690977741355175,96.91
619291,0.9690631091173776,96.91
591098,0.9687689107780284,96.88
603432,0.9687090242163835,96.87
594038,0.9687062006175301,96.87
649980,0.9685013869140755,96.85
646522,0.9684458582931127,96.84
608305,0.9684128546056294,96.84
590757,0.9683620577356405,96.84
622658,0.9682307315911269,96.82
630010,0.9681218110998153,96.81
658432,0.9678910123509024,96.79
656516,0.9677390058520141,96.77
595135,0.9677387026382882,96.77
610330,0.9676606912757959,96.77
651100,0.9676350397907093,96.76
589957,0.9675944077684088,96.76
644723,0.9675890564607594,96.76
648526,0.9675379068001764,96.75
592422,0.9673290013204456,96.73
645350,0.967277104589506,96.73
594789,0.9672463353574224,96.72
659369,0.9672149107417943,96.72
640590,0.9671443912370645,96.71
587890,0.9671434423976822,96.71
605335,0.9671434423976822,96.71
643832,0.9671434423976822,96.71
643936,0.9670069439543765,96.7
643889,0.9670069439543765,96.7
635453,0.9670065897314266,96.7
598377,0.9669830648255241,96.7
635018,0.9669629524746205,96.7
586293,0.9666336995909549,96.66
654136,0.9664654048940415,96.65
630841,0.9664255161496839,96.64
605228,0.9664255161496839,96.64
629451,0.966267466887179,96.63
620783,0.9662656560220677,96.63
639387,0.965961389243821,96.6
614900,0.9658550894055733,96.59
622413,0.9658142913173793,96.58
628689,0.9655517494977324,96.56
655423,0.96553101959198,96.55
631706,0.9655198105318141,96.55
586552,0.9654268384714066,96.54
611567,0.9654021826339679,96.54
601868,0.9653976897432645,96.54
606309,0.9653672135148278,96.54
600775,0.9649898619899919,96.5
631405,0.9648739652500938,96.49
650153,0.9648157079186542,96.48
604007,0.9647536118148161,96.48
620137,0.9646982818672414,96.47
634320,0.9645072159011635,96.45
584202,0.9642593982268349,96.43
632892,0.9641981036035174,96.42
605291,0.9641000165457806,96.41
628282,0.9641000165457806,96.41
628444,0.9641000165457806,96.41
631282,0.9639166830574891,96.39
598532,0.9637703597342505,96.38
596461,0.9637370000998335,96.37
635711,0.9636921076403103,96.37
614087,0.9635856573149765,96.36
588025,0.9635440257609412,96.35
588000,0.9635440257609412,96.35
642361,0.9634990039001465,96.35
592240,0.9634529782616333,96.35
602438,0.9634529782616333,96.35
598991,0.9633999670643904,96.34
595178,0.9631869186150174,96.32
645927,0.9631069759667503,96.31
627656,0.9631069014936784,96.31
583960,0.9630346497296998,96.3
587887,0.9627615434766897,96.28
634036,0.9627615434766897,96.28
588005,0.9627615434766897,96.28
619902,0.9625666664137251,96.26
628916,0.9625459877990632,96.25
650165,0.9624071554718724,96.24
639977,0.962135064490592,96.21
613405,0.9621103961226648,96.21
605262,0.962040744737284,96.2
609334,0.9618972933945816,96.19
606303,0.9618572671683205,96.19
645790,0.9618260862279671,96.18
637829,0.9618049951811655,96.18
599119,0.9615069799117987,96.15
659727,0.9614779425689965,96.15
643938,0.9614343124987408,96.14
643467,0.9613270739573748,96.13
606526,0.9612637212845749,96.13
587853,0.9610749807422685,96.11
589845,0.9610333490147234,96.1
613774,0.9609977937370322,96.1
597904,0.9608810903185682,96.09
610249,0.9607335763465504,96.07
633915,0.9606201293909183,96.06
626526,0.9606201293909183,96.06
592353,0.9606201293909183,96.06
600705,0.9606201293909183,96.06
606679,0.9606201293909183,96.06
588689,0.9606201293909183,96.06
602459,0.9606201293909183,96.06
603672,0.9606201293909183,96.06
585477,0.9606201293909183,96.06
601835,0.9606201293909183,96.06
599610,0.9606201293909183,96.06
628675,0.9606201293909183,96.06
598899,0.9606201293909183,96.06
614906,0.9606201293909183,96.06
614849,0.9606201293909183,96.06
627327,0.9606201293909183,96.06
627497,0.9606201293909183,96.06
631313,0.9606201293909183,96.06
639054,0.9606201293909183,96.06
627560,0.9606201293909183,96.06
601484,0.9606201293909183,96.06
599008,0.9606201293909183,96.06
627248,0.9606201293909183,96.06
646544,0.9606201293909183,96.06
628020,0.9606201293909183,96.06
585722,0.9606201293909183,96.06
595620,0.9606201293909183,96.06
595945,0.9606201293909183,96.06
649039,0.9606201293909183,96.06
598199,0.9606201293909183,96.06
642205,0.9606201293909183,96.06
622493,0.9606201293909183,96.06
588024,0.9606201293909183,96.06
623332,0.9606201293909183,96.06
636092,0.9606201293909183,96.06
590596,0.9606201293909183,96.06
645392,0.9606201293909183,96.06
636110,0.9606201293909183,96.06
621477,0.9606201293909183,96.06
621116,0.9606201293909183,96.06
636059,0.9606201293909183,96.06
604887,0.9606201293909183,96.06
596778,0.9606201293909183,96.06
596741,0.9606201293909183,96.06
588037,0.9603081061781406,96.03
587970,0.9601694618739693,96.02
605299,0.9601694618739693,96.02
649493,0.9600937787600609,96.01
650234,0.960080472865333,96.01
625862,0.959870290507176,95.99
659722,0.9598458379781655,95.98
603289,0.9596819365482018,95.97
611589,0.9596058119548426,95.96
629658,0.9593364902238966,95.93
659153,0.9593076495654222,95.93
615607,0.9592596415855019,95.93
658623,0.9590812599639913,95.91
631318,0.9590517209791937,95.91
589355,0.9590136426091715,95.9
604240,0.9589654107106753,95.9
624439,0.9587520356759179,95.88
647201,0.9586968684475256,95.87
634237,0.9586604279820921,95.87
624423,0.9586548560067695,95.87
588021,0.9586548560067695,95.87
588048,0.9586548560067695,95.87
624363,0.9586548560067695,95.87
624353,0.9586548560067695,95.87
605206,0.9584569808826012,95.85
583055,0.9581142474687057,95.81
616102,0.9577475683337138,95.77
605469,0.9574273973560008,95.74
614498,0.9573614524057569,95.74
628208,0.9573322938549178,95.73
588006,0.9572810002598772,95.73
614655,0.9572706401754967,95.73
593860,0.9571893910677108,95.72
614998,0.9571373188299488,95.71
621198,0.9571321861861294,95.71
634813,0.9571321861861294,95.71
629355,0.9571321861861294,95.71
613624,0.9570764441611083,95.71
600391,0.9570273761079647,95.7
581016,0.956802006956155,95.68
635351,0.9567451749888037,95.67
596303,0.9567360309244876,95.67
596446,0.9564507560465538,95.65
589512,0.9564507560465538,95.65
646086,0.9564372421298047,95.64
606393,0.9564232724003867,95.64
588899,0.9563103509844177,95.63
588040,0.9562657797248335,95.63
630550,0.9562657797248335,95.63
588003,0.9562657797248335,95.63
651661,0.9561932148740825,95.62
615507,0.9561536190259532,95.62
606860,0.9557470394549942,95.57
659523,0.9557256111858051,95.57
621026,0.9556316831275199,95.56
629556,0.9553812200777719,95.54
597323,0.9553165364314545,95.53
588035,0.95526220900677,95.53
614705,0.9552132479963356,95.52
636860,0.9550642050069041,95.51
627113,0.9550020450677457,95.5
656492,0.9549377666923502,95.49
600248,0.954763351368426,95.48
606387,0.9545909202894014,95.46
625185,0.9545909202894014,95.46
619170,0.9545909202894014,95.46
610041,0.9545786534187352,95.46
626274,0.9545786534187352,95.46
605240,0.9545351618134058,95.45
633945,0.9545165863886587,95.45
606672,0.9544896140428972,95.45
615769,0.9544554566672737,95.45
634018,0.9544554566672737,95.45
617782,0.9544554566672737,95.45
617188,0.9543452952101615,95.43
594854,0.9542345312153956,95.42
634647,0.9541425047161816,95.41
588013,0.9540531346858953,95.41
659631,0.9536145079983113,95.36
582776,0.9534624761529453,95.35
634047,0.9534330709678622,95.34
593962,0.9534272464698447,95.34
640751,0.95337320846139,95.34
600952,0.95305542899095,95.31
601514,0.9530455779850897,95.3
596475,0.9529337215668092,95.29
612680,0.9527768298964566,95.28
588075,0.9526390023826329,95.26
627462,0.9523236615022058,95.23
636562,0.9518582982013603,95.19
591536,0.9518197613759837,95.18
635947,0.9515152177682668,95.15
617842,0.9512096332006533,95.12
608489,0.9510479931783804,95.1
626523,0.9510479931783804,95.1
640156,0.9510479931783804,95.1
607104,0.9509967004323034,95.1
590388,0.9509630795960525,95.1
586323,0.950782821127095,95.08
640525,0.950619912592224,95.06
581456,0.950545338816473,95.05
588721,0.9505412546800089,95.05
616820,0.9505311159329881,95.05
587916,0.9504012446718135,95.04
642384,0.9503980400687135,95.04
598886,0.9503964370002078,95.04
581058,0.9502321500464871,95.02
614924,0.950105009544251,95.01
581051,0.9496611534793976,94.97
637044,0.9495126655280747,94.95
602540,0.9495126655280747,94.95
598242,0.9495126655280747,94.95
595717,0.9495126655280747,94.95
600701,0.9495126655280747,94.95
652227,0.9492461853157368,94.92
587243,0.9490370521592315,94.9
588209,0.9489123342907835,94.89
656880,0.948812852016965,94.88
611072,0.948812852016965,94.88
629483,0.9487844479402352,94.88
619228,0.9487844479402352,94.88
600323,0.9486125635377337,94.86
632926,0.9484172717209544,94.84
591602,0.9482798072474787,94.83
634632,0.9482440375752257,94.82
615461,0.9481980866896698,94.82
600437,0.9481980866896698,94.82
623207,0.9481419971650796,94.81
609191,0.9481115747521934,94.81
646337,0.9481115747521934,94.81
656176,0.9478766270769455,94.79
590914,0.947437666423281,94.74
629524,0.947437666423281,94.74
642987,0.947437666423281,94.74
605211,0.947377867370273,94.74
604840,0.947377867370273,94.74
605107,0.947377867370273,94.74
597393,0.947377867370273,94.74
594031,0.947377867370273,94.74
595690,0.947377867370273,94.74
657660,0.947377867370273,94.74
589398,0.947377867370273,94.74
655111,0.947377867370273,94.74
621560,0.947377867370273,94.74
635823,0.947377867370273,94.74
639518,0.947377867370273,94.74
589462,0.947377867370273,94.74
640348,0.947377867370273,94.74
626961,0.947377867370273,94.74
593095,0.947377867370273,94.74
627305,0.947377867370273,94.74
645668,0.947377867370273,94.74
613194,0.947377867370273,94.74
629735,0.947377867370273,94.74
645352,0.947377867370273,94.74
634060,0.947377867370273,94.74
605693,0.9472111846490519,94.72
601959,0.947182097589457,94.72
640127,0.9468619256057796,94.69
598165,0.9465352773360717,94.65
646253,0.9464928521144923,94.65
636855,0.9464928521144923,94.65
583957,0.9464541948595517,94.65
639603,0.9464189060694105,94.64
617711,0.9464189060694105,94.64
625303,0.9464189060694105,94.64
655175,0.9464189060694105,94.64
625120,0.9464189060694105,94.64
631712,0.946378577239765,94.64
593872,0.9462490632475026,94.62
588589,0.9462291780240141,94.62
620501,0.9462251901770855,94.62
621241,0.9461638901421084,94.62
594744,0.9461042183544669,94.61
659158,0.9459855215290132,94.6
637048,0.9457806375402222,94.58
590263,0.9456643598853017,94.57
584278,0.9455052042310738,94.55
583761,0.9455052042310738,94.55
604199,0.9454739980998106,94.55
645825,0.9454162976684367,94.54
587135,0.9452626096905157,94.53
586638,0.9450296563204602,94.5
643871,0.9447108472679009,94.47
601880,0.9446675066966321,94.47
626970,0.9445189902602277,94.45
599075,0.9441582997402472,94.42
618310,0.9441582997402472,94.42
589595,0.9440086408073024,94.4
630918,0.9437596038241658,94.38
598798,0.9436391504061542,94.36
593208,0.9433506772318986,94.34
617346,0.9432603553021204,94.33
651623,0.9432322332547963,94.32
588061,0.9432231480069989,94.32
655337,0.9430480496918243,94.3
659710,0.9428035960035882,94.28
658309,0.9427671101543948,94.28
592598,0.9426989790000779,94.27
617811,0.9426302112744956,94.26
629447,0.9424706003664789,94.25
638954,0.9424141082878955,94.24
643838,0.9422484733817589,94.22
639373,0.9422146187944979,94.22
639333,0.9421851891861206,94.22
634254,0.942161171226235,94.22
620179,0.9420718846978904,94.21
587944,0.9418048701966786,94.18
608897,0.9416392825454507,94.16
583580,0.9414817653044403,94.15
588873,0.9413300375769166,94.13
604307,0.9413300375769166,94.13
586802,0.9413245436324192,94.13
627558,0.9411806141523509,94.12
653820,0.9411277620983675,94.11
602634,0.9411277620983675,94.11
651548,0.9411277620983675,94.11
642088,0.9411277620983675,94.11
634244,0.9411277620983675,94.11
635850,0.9410864146106178,94.11
602757,0.9410366543405178,94.1
603673,0.9409596643937257,94.1
582094,0.9408985945642088,94.09
641414,0.9407641119534896,94.08
604344,0.9407313796520954,94.07
594646,0.9405929876629044,94.06
624495,0.9405465908312598,94.05
643918,0.9405202996947611,94.05
580713,0.9404576431054043,94.05
603607,0.940325269129947,94.03
598933,0.940325269129947,94.03
632936,0.9402720062573051,94.03
635809,0.9397717616123673,93.98
660267,0.9394258925363466,93.94
601380,0.9392490205986869,93.92
658398,0.9392276094120837,93.92
588143,0.9389607844364204,93.9
621978,0.9389507482000288,93.9
604908,0.938928139944096,93.89
601350,0.9389113724069065,93.89
588007,0.9388016760957066,93.88
626658,0.9387686805821484,93.88
602557,0.9387153653949698,93.87
591908,0.9386472104748219,93.86
585646,0.9385519575573146,93.86
614791,0.9385519575573146,93.86
605283,0.9385519575573146,93.86
634731,0.9385519575573146,93.86
624348,0.9385519575573146,93.86
613668,0.9385519575573146,93.86
628121,0.9385519575573146,93.86
643401,0.9385519575573146,93.86
655541,0.9385519575573146,93.86
643151,0.9385519575573146,93.86
613818,0.9385519575573146,93.86
637070,0.9385519575573146,93.86
655406,0.9385519575573146,93.86
645398,0.9385519575573146,93.86
598440,0.938532707321833,93.85
607172,0.9385319574247871,93.85
623167,0.9384350263313139,93.84
619144,0.9383767722320198,93.84
598055,0.9380829468611367,93.81
654567,0.9380304701220351,93.8
603490,0.937951760155993,93.8
611251,0.9378738819457083,93.79
616067,0.9376427633369706,93.76
604460,0.9374257077304665,93.74
637156,0.9372469708633294,93.72
635864,0.9372469708633294,93.72
602561,0.9371526080656783,93.72
581130,0.9370153689239252,93.7
635776,0.9368739167748674,93.69
619550,0.9368494520277074,93.68
582381,0.9367809272963875,93.68
586987,0.9366652025217144,93.67
651807,0.9365983188743527,93.66
634917,0.9364312265036315,93.64
645305,0.9364312265036315,93.64
646772,0.9364312265036315,93.64
653691,0.9364312265036315,93.64
601729,0.9361549583122486,93.62
579884,0.9359587969728407,93.6
596017,0.935907206408417,93.59
642784,0.9358797827722731,93.59
586828,0.9356197658255161,93.56
616023,0.9356183544476959,93.56
592198,0.9352773892677844,93.53
598753,0.934773122709772,93.48
646199,0.9346074558148229,93.46
592667,0.9345560074716872,93.46
625540,0.934554994616381,93.46
612223,0.9344200294426889,93.44
610273,0.9343095432824289,93.43
660458,0.9343038188772306,93.43
600979,0.9340919022653018,93.41
634690,0.9337995299784968,93.38
614573,0.9337667400425483,93.38
628500,0.9336088461254912,93.36
580198,0.933383085540595,93.34
598748,0.9332326910381076,93.32
593016,0.9332005615430418,93.32
639415,0.9331666168893268,93.32
616049,0.9330913246390786,93.31
601026,0.9330311758998874,93.3
611347,0.9329122869623082,93.29
589699,0.9328519880797201,93.29
595775,0.9327863500356014,93.28
622505,0.9327448466444858,93.27
586629,0.9327436741352395,93.27
614463,0.9326678650579345,93.27
608183,0.9325104797307349,93.25
586836,0.9323682195315962,93.24
642056,0.932362246368734,93.24
606187,0.9322551143168415,93.23
635041,0.9322305533780582,93.22
632862,0.93222190459684,93.22
582991,0.93222190459684,93.22
634228,0.93222190459684,93.22
585824,0.9321707568672076,93.22
602484,0.9321096692752348,93.21
587103,0.9320344461148187,93.2
583526,0.9318280903257614,93.18
653552,0.9318153302200031,93.18
584858,0.9317889812340902,93.18
642531,0.9317406946275637,93.17
595589,0.9316839735864058,93.17
613343,0.9313752466245633,93.14
579918,0.9313743849526462,93.14
653687,0.9313690344182363,93.14
587940,0.931324524929361,93.13
621532,0.9312087218976879,93.12
580778,0.9310160877589622,93.1
643917,0.9310034653699181,93.1
642522,0.9309351584941186,93.09
632433,0.9309226585207128,93.09
654471,0.9308697181456151,93.09
629491,0.9308558647252638,93.09
644249,0.9307994140141053,93.08
617272,0.9307840818162418,93.08
592343,0.930730827806577,93.07
632067,0.9306522290121052,93.07
598343,0.9305719661302695,93.06
655349,0.9304786211478928,93.05
579697,0.9304189187946369,93.04
635910,0.9304171762868354,93.04
595602,0.9304004120993683,93.04
642204,0.9303139569129958,93.03
620278,0.930135305225003,93.01
643281,0.930060360509264,93.01
651799,0.9300487313530725,93.0
614557,0.9300487313530725,93.0
597897,0.9300475019104696,93.0
643946,0.9299579839650065,93.0
617123,0.9299104616035868,92.99
619503,0.9299067890605315,92.99
659963,0.9298681958722551,92.99
651246,0.929836304185399,92.98
580725,0.9298087008033482,92.98
633312,0.9296047205721044,92.96
587028,0.9295540440491669,92.96
590944,0.929551449881112,92.96
650238,0.9295189541341462,92.95
623548,0.9294700435854036,92.95
592031,0.9294074609149826,92.94
620454,0.9292336637220203,92.92
641138,0.9291967557055844,92.92
645385,0.9290328661321877,92.9
634915,0.9290126803602485,92.9
628642,0.9290024896983774,92.9
632896,0.9286818650628809,92.87
